,NewsID,Title,Link,Source,StartDate,EndDate,Label
5937,5938,"The United States ""is the only major country that taxes its own exports.""",https://www.politifact.com/factchecks/2016/jun/28/kevin-brady/texas-republican-kevin-brady-errs-comparison-us-ta/,Kevin Brady," June 24, 2016"," June 28, 2016",barely-true
5938,5939,"Says ""Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in.""",https://www.politifact.com/factchecks/2016/jun/27/stephen-colbert/stephen-colbert-wrong-paul-ryan-killed-house-camer/,Stephen Colbert," June 23, 2016"," June 27, 2016",barely-true
5939,5940,"""Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.""",https://www.politifact.com/factchecks/2016/jun/27/hillary-clinton/hillary-clinton-correct-analysts-have-called-donal/,Hillary Clinton," June 27, 2016"," June 27, 2016",TRUE
5940,5941,"Gov. Terry McAuliffe ""has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.""",https://www.politifact.com/factchecks/2016/jun/27/bryce-reeves/bryce-reeves-falsely-says-terry-mcauliffe-has-voic/,Bryce Reeves," June 17, 2016"," June 27, 2016",FALSE
5941,5942,"""Despite the rhetoric from Democrat politicians, more people are employed this year than at any point in the history of Wisconsin.""",https://www.politifact.com/factchecks/2016/jun/27/scott-walker/scott-walker-right-there-are-more-people-working-e/,Scott Walker," June 3, 2016 "," June 27, 2016",mostly-true
5942,5943,"""Go look at a Trump product. They’re all made in China.""",https://www.politifact.com/factchecks/2016/jun/27/thomas-perez/tom-perez-erroneously-tags-all-trump-products-made/,Thomas Perez," June 18, 2016"," June 27, 2016",barely-true
5943,5944,"""The major immigration issue was about Poles, and Bulgarians, and Romanians,"" and that they weren’t contributing economically. ""The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.""",https://www.politifact.com/factchecks/2016/jun/26/david-miliband/david-miliband-link-between-jobs-immigration-and-b/,David Miliband," June 26, 2016"," June 26, 2016",TRUE
5944,5945,"Says British voters ""under 50, especially millennials, overwhelmingly voted to stay,"" in the European Union. ""It was older voters who voted to leave.""",https://www.politifact.com/factchecks/2016/jun/26/tim-kaine/tim-kaine-brexit-vote-young-people-voted-stay-old-/,Tim Kaine," June 26, 2016"," June 26, 2016",mostly-true
5945,5946,"Barack Obama issued a decree ""demanding that every public school now allow grown men and boys into the little girls?bathroom.""",https://www.politifact.com/factchecks/2016/jun/26/ted-cruz/ted-cruz-makes-mostly-false-claim-about-obama-dire/,Ted Cruz," May 14, 2016 "," June 26, 2016",barely-true
5946,5947,"""You can’t get on an airplane, but more than 2,000 people on that list have been able to buy a gun.""",https://www.politifact.com/factchecks/2016/jun/25/john-garamendi/gun-claim-california-congressman-doesnt-fly/,John Garamendi," June 22, 2016"," June 24, 2016",barely-true
5947,5948,"The National Park Service has ""an annual budget that is less than the city of Austin.""",https://www.politifact.com/factchecks/2016/jun/24/jonathan-jarvis/national-park-service-director-correct-its-budget-/,Jonathan Jarvis," June 14, 2016"," June 24, 2016",TRUE
5948,5949,"Says Mark Zandi, who wrote a report criticizing Donald Trump’s economic proposals, is ""one of Sen. John McCain's former economic advisers.""",https://www.politifact.com/factchecks/2016/jun/24/hillary-clinton/clinton-trump-both-say-moodys-economist-others-tea/,Hillary Clinton," June 21, 2016"," June 24, 2016",half-true
5949,5950,"Says Donald Trump called pregnant employees ""an inconvenience.""",https://www.politifact.com/factchecks/2016/jun/24/hillary-clinton/clinton-trump-called-pregnant-employees-inconvenie/,Hillary Clinton," June 21, 2016"," June 24, 2016",TRUE
5950,5951,"""For every extra year that a girl stays in secondary school, her chance of getting infected with HIV/AIDS decreases by half.""",https://www.politifact.com/factchecks/2016/jun/24/tim-kaine/more-schooling-reduces-hiv-risk-how-much/,Tim Kaine," June 15, 2016"," June 24, 2016",mostly-true
5951,5952,"""We don't know anything about Hillary in terms of religion. Now, she's been in the public eye for years and years, and yet there's no ?there's nothing out there.""",https://www.politifact.com/factchecks/2016/jun/24/donald-trump/what-do-we-know-about-hillary-clintons-religion-lo/,Donald Trump," June 21, 2016"," June 24, 2016",pants-fire
5953,5954,"""People have a constitutional right to have semiautomatic rifles.""",https://www.politifact.com/factchecks/2016/jun/24/paul-ryan/second-amendment-right-semiautomatic-rifles/,Paul Ryan," June 19, 2016"," June 24, 2016",mostly-true
5954,5955,"As a result of Roe vs. Wade, ""America’s maternal mortality rate dropped dramatically.""",https://www.politifact.com/factchecks/2016/jun/24/hillary-clinton/hillary-clinton-pregnancy-related-deaths-dropped-a/,Hillary Clinton," June 10, 2016"," June 24, 2016",mostly-true
5955,5956,"Says Ron Johnson referred to ""The Lego Movie"" as an ""insidious anti-business conspiracy.""",https://www.politifact.com/factchecks/2016/jun/24/russ-feingold/did-ron-johnson-call-lego-movie-anti-business-cons/,Russ Feingold," June 3, 2016 "," June 24, 2016",half-true
5956,5957,"Says Hillary Clinton’s immigration platform would ""create totally open borders.""",https://www.politifact.com/factchecks/2016/jun/23/donald-trump/donald-trump-says-hillary-clinton-would-create-tot/,Donald Trump," June 22, 2016"," June 23, 2016",FALSE
5957,5958,"Says Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.""",https://www.politifact.com/factchecks/2016/jun/23/donald-trump/donald-trump-flubs-claim-hillary-clinton-deleted-h/,Donald Trump," June 22, 2016"," June 23, 2016",pants-fire
5958,5959,"""Attempts to find things like, ‘crime,?‘criminal activity,?‘indictment,?have been filtered out by Google"" in favor of Hillary Clinton.",https://www.politifact.com/factchecks/2016/jun/23/andrew-napolitano/did-google-adjust-its-autocomplete-algorithm-hide-/,Andrew Napolitano," June 16, 2016"," June 23, 2016",barely-true
5959,5960,"Austin was the ""site of the first mass shooting in the country.""",https://www.politifact.com/factchecks/2016/jun/23/steve-adler/steve-adler-wrong-first-us-mass-shooting-occurred-/,Steve Adler," June 14, 2016"," June 23, 2016",FALSE
5960,5961,"""The LGBT community is more often the victims of hate crimes than any other recognized group.""",https://www.politifact.com/factchecks/2016/jun/23/loretta-lynch/loretta-lynch-says-gays-and-lesbians-are-most-freq/,Loretta Lynch," June 19, 2016"," June 23, 2016",TRUE
5961,5962,"The Benghazi victims were ""left helpless to die as Hillary Clinton soundly slept in her bed.""",https://www.politifact.com/factchecks/2016/jun/23/donald-trump/donald-trump-says-hillary-clinton-slept-through-be/,Donald Trump," June 22, 2016"," June 23, 2016",FALSE
5962,5963,"The ammunition used in the Orlando shooting ""is banned by Geneva Convention. It enters the body, spins & explodes.""",https://www.politifact.com/factchecks/2016/jun/23/michael-moore/liberal-filmmaker-michael-moore-says-ar-15-bullets/,Michael Moore," June 14, 2016"," June 23, 2016",FALSE
5963,5964,"""Al-Qaida operatives, have said, 'Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans.'""",https://www.politifact.com/factchecks/2016/jun/23/cory-booker/sen-cory-booker-says-al-qaida-has-urged-followers-/,Cory Booker," June 16, 2016"," June 23, 2016",mostly-true
5964,5965,"""As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery.""",https://www.politifact.com/factchecks/2016/jun/23/barack-obama/charlie-crist-led-florida-economic-recovery-stimul/,Barack Obama," June 20, 2016"," June 23, 2016",half-true
5965,5966,"Says Hillary Clinton’s ""State Department blocked investigation into Orlando killer’s mosque.""",https://www.politifact.com/factchecks/2016/jun/23/blog-posting/websites-say-hillary-clintons-state-department-blo/,Bloggers," June 13, 2016"," June 23, 2016",FALSE
5966,5967,"""For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.""",https://www.politifact.com/factchecks/2016/jun/22/donald-trump/trump-wrong-clintons-refugee-plan-would-cost-more-/,Donald Trump," June 22, 2016"," June 22, 2016",pants-fire
5967,5968,"""Because of Obamacare, you have so many part-time jobs.""",https://www.politifact.com/factchecks/2016/jun/22/donald-trump/donald-trump-wrongly-claims-there-are-more-part-ti/,Donald Trump," June 18, 2016"," June 22, 2016",FALSE
5968,5969,"""If Question 1 were to pass here in Nevada, we would have more restrictive gun laws here in Nevada dealing with the transfer of firearms than they do in California.""",https://www.politifact.com/factchecks/2016/jun/22/robert-uithoven/universal-background-checks-ballot-how-would-nevad/,Robert Uithoven," June 6, 2016 "," June 22, 2016",half-true
5969,5970,"Says ""Michael Bennet votes for President Obama's agenda 98 percent of the time. Hardly independent, hardly bipartisan.""",https://www.politifact.com/factchecks/2016/jun/22/ryan-frazier/gop-foe-close-saying-bennet-votes-98-obama-wrong-c/,Ryan Frazier," June 8, 2016 "," June 22, 2016",half-true
5970,5971,"Says Hillary Clinton ""said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.""",https://www.politifact.com/factchecks/2016/jun/22/donald-trump/trump-clinton-bosnia-sniper-story/,Donald Trump," June 22, 2016"," June 22, 2016",TRUE
5971,5972,"""I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started.""",https://www.politifact.com/factchecks/2016/jun/22/donald-trump/trump-still-wrong-his-claim-opposed-iraq-war-ahead/,Donald Trump," June 22, 2016"," June 22, 2016",FALSE
5972,5973,On running for re-election to U.S. Senate,https://www.politifact.com/factchecks/2016/jun/22/marco-rubio/marco-rubio-flip-flops-running-senate/,Marco Rubio," June 22, 2016"," June 22, 2016",full-flop
5973,5974,"Says Russ Feingold’s ""campaign is powered by small-dollar contributions like ours.""",https://www.politifact.com/factchecks/2016/jun/22/bernie-sanders/bernie-sanders-right-about-russ-feingolds-campaign/,Bernie Sanders," May 26, 2016 "," June 22, 2016",mostly-true
5974,5975,"Says Kelly Ayotte ""voted again yesterday against a proposal to expand background checks -- (buyers) can continue to simply go online or to gun shows to purchase guns without background checks.""",https://www.politifact.com/factchecks/2016/jun/21/maggie-hassan/challenger-maggie-hassan-says-kelly-ayotte-voted-a/,Maggie Hassan," June 21, 2016"," June 21, 2016",TRUE
5975,5976,"Says Donald Trump has ""bankrupted his companies not once, not twice but four times.""",https://www.politifact.com/factchecks/2016/jun/21/hillary-clinton/yep-donald-trumps-companies-have-declared-bankrupt/,Hillary Clinton," June 21, 2016"," June 21, 2016",mostly-true
5976,5977,"Says the Clinton Foundation ""accepted millions and millions of dollars from governments like Algeria, Saudi Arabia, Oman and the United Arab Emirates,"" which violated ""a ban on all contributions to the Foundation from foreign nations.""",https://www.politifact.com/factchecks/2016/jun/20/steve-chabot/ohios-steve-chabot-compares-trump-u-clinton-founda/,Steve Chabot," June 8, 2016 "," June 20, 2016",barely-true
5977,5978,"""A gay man who survived #orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay.""",https://www.politifact.com/factchecks/2016/jun/20/clay-aiken/clay-aiken-said-despite-orlando-tragedy-gays-flori/,Clay Aiken," June 12, 2016"," June 20, 2016",mostly-true
5978,5979,"""We’re the only advanced democracy in the world that makes it harder for people to vote.""",https://www.politifact.com/factchecks/2016/jun/20/barack-obama/barack-obama-austin-says-us-only-advanced-democrac/,Barack Obama," March 11, 201"," June 20, 2016",half-true
5979,5980,"""Assault rifles already are banned.""",https://www.politifact.com/factchecks/2016/jun/20/ron-johnson/aftermath-orlando-gop-sen-ron-johnson-says-assault/,Ron Johnson," June 13, 2016"," June 20, 2016",barely-true
5980,5981,Says the unemployment rate for African-American youths is 59 percent.,https://www.politifact.com/factchecks/2016/jun/20/donald-trump/trump-misleadingly-puts-black-youth-unemployment-r/,Donald Trump," June 10, 2016"," June 20, 2016",barely-true
5981,5982,"Says Donald Trump has said he loves war, ""including with nukes.""",https://www.politifact.com/factchecks/2016/jun/19/priorities-usa-action/super-pac-ad-says-trump-likes-war-even-nuclear-lac/,Priorities USA Action," June 19, 2016"," June 19, 2016",half-true
5982,5983,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",https://www.politifact.com/factchecks/2016/jun/19/donald-trump/donald-trump-said-its-illegal-delegates-change-rul/,Donald Trump," June 19, 2016"," June 19, 2016",barely-true
5983,5984,"Even among ""second and third generation"" Muslims in the United States, ""there's no real assimilation.""",https://www.politifact.com/factchecks/2016/jun/18/donald-trump/donald-trump-wrong-theres-no-real-assimilation-us-/,Donald Trump," June 15, 2016"," June 18, 2016",FALSE
5984,5985,"""Swaziland has the highest rate of HIV infection in the world.""",https://www.politifact.com/factchecks/2016/jun/17/david-beckham/david-beckham-says-swaziland-has-worlds-highest-ra/,David Beckham," June 10, 2016"," June 17, 2016",TRUE
5985,5986,"""@realDonaldTrump is coming to San Antonio, which is 60% Mexican-AMERICAN.""",https://www.politifact.com/factchecks/2016/jun/17/joaquin-castro/joaquin-castro-trump-san-antonio-60-percent-mexica/,Joaquin Castro," June 6, 2016 "," June 17, 2016",mostly-true
5986,5987,"""ISIS is running through a border made porous by Barack Obama’s policies.""",https://www.politifact.com/factchecks/2016/jun/17/greg-abbott/greg-abbott-makes-unfounded-claim-about-isis-runni/,Greg Abbott," May 12, 2016 "," June 17, 2016",pants-fire
5987,5988,"""Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.""",https://www.politifact.com/factchecks/2016/jun/17/louie-gohmert/louie-gohmert-singles-out-large-share-federal-inma/,Louie Gohmert," May 10, 2016 "," June 17, 2016",half-true
5988,5989,"The average student debt ""coming out of the University of Wisconsin-Madison is something like 28,000 dollars.""",https://www.politifact.com/factchecks/2016/jun/17/russ-feingold/russ-feingold-says-average-uw-madison-student-grad/,Russ Feingold," June 3, 2016 "," June 17, 2016",mostly-true
5989,5990,"There are ""500 failing schools in North Carolina""",https://www.politifact.com/factchecks/2016/jun/16/americans-prosperity-north-carolina-chapter/americans-prosperity-exaggerates-number-failing-sc/,"Americans For Prosperity, North Carolina chapter"," June 1, 2016 "," June 16, 2016",half-true
5990,5991,"""We've seen more manufacturing jobs created since I've been president than anytime since the 1990s. That's a fact.""",https://www.politifact.com/factchecks/2016/jun/16/barack-obama/obama-weve-seen-more-manufacturing-jobs-created-an/,Barack Obama," June 1, 2016 "," June 16, 2016",half-true
5991,5992,"""According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law.""",https://www.politifact.com/factchecks/2016/jun/16/donald-trump/trump-mostly-correct-about-sharia-law-support-afgh/,Donald Trump," June 13, 2016"," June 16, 2016",mostly-true
5992,5993,"American colleges amount to a ""cartel.""",https://www.politifact.com/factchecks/2016/jun/16/paul-ryan/paul-ryan-right-american-colleges-amount-cartel/,Paul Ryan," May 14, 2016 "," June 16, 2016",barely-true
5993,5994,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.""",https://www.politifact.com/factchecks/2016/jun/15/donald-trump/donald-trump-suggests-barack-obama-supported-isis-/,Donald Trump," June 15, 2016"," June 15, 2016",pants-fire
5994,5995,"Last year, ""244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.""",https://www.politifact.com/factchecks/2016/jun/15/charles-schumer/charles-schumer-terror-watch-list-buy-guns-got-the/,Charles Schumer," June 14, 2016"," June 15, 2016",mostly-true
5995,5996,"Says Apple products are currently ""90 percent conflict-free,"" and ""Intel is 100 percent conflict-free.""",https://www.politifact.com/factchecks/2016/jun/15/robin-wright/did-your-phone-computer-contribute-suffering-congo/,Robin Wright," May 25, 2016 "," June 15, 2016",barely-true
5996,5997,"""He leant his name to a bill, did little or nothing three years ago to try to get it passed, (and) since then has done absolutely nothing other than disavow any attempt to move on the legislation.""",https://www.politifact.com/factchecks/2016/jun/15/katie-mcginty/pat-toomeys-gun-control-bill-and-katie-mcgintys-po/,Katie McGinty," June 13, 2016"," June 15, 2016",barely-true
5997,5998,"""In America, radical speech is not a crime.""",https://www.politifact.com/factchecks/2016/jun/15/marco-rubio/marco-rubio-says-after-orlando-shooting-radical-sp/,Marco Rubio," June 13, 2016"," June 15, 2016",mostly-true
5998,5999,"""Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.""",https://www.politifact.com/factchecks/2016/jun/15/hillary-clinton/clinton-clinton-foundation-helped-9-million-lower-/,Hillary Clinton," June 8, 2016 "," June 15, 2016",TRUE
5999,6000,"Says if you try to hide marijuana in a hemp field, ""it becomes worthless. The THC goes away.""",https://www.politifact.com/factchecks/2016/jun/14/larry-yarborough/fears-marijuana-inspire-more-hemp-regulations-stat/,Larry Yarborough," June 9, 2016 "," June 14, 2016",mostly-true
6000,6001,"""More than 32,000 Americans lose their lives to gun violence each year.""",https://www.politifact.com/factchecks/2016/jun/14/safety-all-initiative/mostly-true-california-initiatives-claim-guns-kill/,Safety For All Initiative," June 13, 2016"," June 14, 2016",mostly-true
6001,6002,"The rifle used by Omar Mateen ""shoots off 700 rounds in a minute.""",https://www.politifact.com/factchecks/2016/jun/14/alan-grayson/orlando-democrat-alan-grayson-700-rounds-minute/,Alan Grayson," June 12, 2016"," June 14, 2016",barely-true
6002,6003,"""Only half of the murders in the city of St. Louis get solved.""",https://www.politifact.com/factchecks/2016/jun/14/catherine-hanaway/hanaway-right-about-how-many-murder-get-solved-st-/,Catherine Hanaway," June 6, 2016 "," June 14, 2016",TRUE
6003,6004,"""There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.""",https://www.politifact.com/factchecks/2016/jun/14/bernie-sanders/lack-reliable-tally-epa-california-hinder-bernie-s/,Bernie Sanders," June 1, 2016 "," June 14, 2016",half-true
6004,6005,"""Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.""",https://www.politifact.com/factchecks/2016/jun/14/hillary-clinton/hillary-clinton-says-anti-muslim-hate-crimes-tripl/,Hillary Clinton," June 13, 2016"," June 14, 2016",mostly-true
6005,6006,"""On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.""",https://www.politifact.com/factchecks/2016/jun/14/rob-wittman/rob-wittman-erroneously-says-each-military-dog-sav/,Rob Wittman," June 18, 2016"," June 14, 2016",FALSE
6006,6007,On his support for Donald Trump.,https://www.politifact.com/factchecks/2016/jun/14/scott-walker/scott-walkers-support-donald-trump-some-inconsiste/,Scott Walker," June 8, 2016 "," June 14, 2016",half-flip
6007,6008,"""Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.""",https://www.politifact.com/factchecks/2016/jun/14/tom-mccarey/radar-guns-and-cameras-dont-stop-accidents-huh/,Tom McCarey," June 6, 2016 "," June 14, 2016",pants-fire
6008,6009,"Says Nevada lawmakers voted to allow teenaged boys to ""shower with your teenaged girls in public school locker rooms.""",https://www.politifact.com/factchecks/2016/jun/13/nevada-assembly-republican-candidates/gop-campaign-mail-severely-distorts-complex-issue-/,Nevada Assembly Republican Candidates," May 31, 2016 "," June 13, 2016",FALSE
6009,6010,"Says Hillary Clinton ""plans to massively increase admissions (of Middle East refugees) ?including a 500 percent increase in Syrian refugees coming into our country.""",https://www.politifact.com/factchecks/2016/jun/13/donald-trump/donald-trump-says-hillary-clinton-wants-let-500-pe/,Donald Trump," June 13, 2016"," June 13, 2016",mostly-true
6010,6011,"""Florida doesn't regulate assault weapons or .50 caliber rifles or large-capacity ammunition magazines. It doesn't require a permit to purchase a gun. It doesn't require any registration, whatsoever.""",https://www.politifact.com/factchecks/2016/jun/13/hillary-clinton/clinton-mostly-right-about-florida-gun-laws/,Hillary Clinton," June 13, 2016"," June 13, 2016",mostly-true
6011,6012,"There is ""no system to vet"" refugees from the Middle East.",https://www.politifact.com/factchecks/2016/jun/13/donald-trump/wrong-donald-trump-says-theres-no-system-vet-refug/,Donald Trump," June 13, 2016"," June 13, 2016",FALSE
6012,6013,"""We admit more than 100,000 lifetime migrants from the Middle East each year.""",https://www.politifact.com/factchecks/2016/jun/13/donald-trump/donald-trump-correct-us-gives-100000-green-cards-y/,Donald Trump," June 12, 2016"," June 13, 2016",mostly-true
6013,6014,"Says Donald Trump mocked ""someone with a disability.""",https://www.politifact.com/factchecks/2016/jun/13/priorities-usa-action/pro-clinton-super-pac-ad-trump-mocked-disabled-r/,Priorities USA Action," June 8, 2016 "," June 13, 2016",TRUE
6014,6015,"""The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.""",https://www.politifact.com/factchecks/2016/jun/13/dave-brat/dave-brat-us-labor-participation-rate-lowest-70s/,Dave Brat," May 24, 2016 "," June 13, 2016",TRUE
6015,6016,"""30,000 Arizonans may have no choice"" on Affordable Care Act coverage.",https://www.politifact.com/factchecks/2016/jun/11/john-mccain/mccain-ad-claims-arizonans-affordable-care-act/,John McCain," May 17, 2016 "," June 10, 2016",mostly-true
6016,6017,"Says Bernie Sanders ""wins California landslide, But ? of his votes aren’t counted.""",https://www.politifact.com/factchecks/2016/jun/10/blog-posting/pants-fire-viral-rumor-bernie-sanders-won-californ/,Bloggers," June 7, 2016 "," June 10, 2016",pants-fire
6017,6018,"""Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.""",https://www.politifact.com/factchecks/2016/jun/10/viral-image/viral-image-stretches-truth-about-college-tuition/,Viral image," June 1, 2016 "," June 10, 2016",barely-true
6018,6019,"In Ohio, ""each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.""",https://www.politifact.com/factchecks/2016/jun/10/joyce-beatty/thousand-child-sex-trafficking-victims-yearly-ohio/,Joyce Beatty," May 25, 2016 "," June 10, 2016",barely-true
6019,6020,"Says Ron Johnson voted to turn Medicare ""into a voucher program.""",https://www.politifact.com/factchecks/2016/jun/10/state-democratic-party-wisconsin/sen-ron-johnson-voted-paul-ryan-plans-make-medicar/,Democratic Party of Wisconsin," May 4, 2016 i"," June 10, 2016",mostly-true
6020,6021,"""Austin ISD has the highest graduation rate of every major city in Texas.""",https://www.politifact.com/factchecks/2016/jun/10/austin-independent-school-district/austin-districts-claim-highest-graduation-rate-amo/,Austin Independent School District," June 2, 2016 "," June 10, 2016",barely-true
6021,6022,"Says the United States has ""treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress.""",https://www.politifact.com/factchecks/2016/jun/09/gary-johnson/libertarian-candidate-gary-johnson-mischaracterize/,Gary Johnson," June 5, 2016 "," June 9, 2016",barely-true
6022,6023,"Says he ""helped to draft parts of the Dodd-Frank Wall Street reform bill.""",https://www.politifact.com/factchecks/2016/jun/09/tim-canova/tim-canova-says-he-helped-draft-part-dodd-frank/,Tim Canova," June 1, 2016 "," June 9, 2016",half-true
6023,6024,"""Crime is rising.""",https://www.politifact.com/factchecks/2016/jun/09/donald-trump/donald-trump-said-crime-rising-its-not-and-hasnt-b/,Donald Trump," June 7, 2016 "," June 9, 2016",pants-fire
6024,6025,"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""",https://www.politifact.com/factchecks/2016/jun/09/scott-walker/scott-walker-says-college-tuition-has-risen-four-t/,Scott Walker," May 16, 2016 "," June 9, 2016",TRUE
6025,6026,"Says it's not true that Florida black bears are an ""apex predator.""",https://www.politifact.com/factchecks/2016/jun/08/stacy-white/florida-black-bears-arent-apex-predators-hillsboro/,Stacy White," June 2, 2016 "," June 8, 2016",half-true
6026,6027,Polls show Bernie Sanders would do better than Hillary Clinton in a head-to-head battle against Donald Trump.,https://www.politifact.com/factchecks/2016/jun/08/georgians-bernie-sanders-president/pro-sanders-group-target-about-their-candidates-po/,Georgians for Bernie Sanders for President," May 23, 2016 "," June 8, 2016",mostly-true
6027,6028,"""Our population has grown from about 1 million in the 1970s to almost 7 million today.""",https://www.politifact.com/factchecks/2016/jun/08/video/super-bowl-bid-video-overstates-atlanta-population/,Video for Atlanta Super Bowl bid presentation," May 24, 2016 "," June 8, 2016",half-true
6028,6029,"""Under (Obamacare), you can’t reward a person for better behavior. You can’t have incentives to be healthier.""",https://www.politifact.com/factchecks/2016/jun/08/paul-ryan/does-obamacare-ban-incentives-healthy-living/,Paul Ryan," April 27, 201"," June 8, 2016",half-true
6029,6030,"""It is a fact that the economy does better when we have a Democrat in the White House.""",https://www.politifact.com/factchecks/2016/jun/08/hillary-clinton/hillary-clinton-repeats-half-true-claim-about-nati/,Hillary Clinton," June 5, 2016 "," June 8, 2016",half-true
6030,6031,"Says Judge Gonzalo Curiel ""is a member of a club or society, very strongly pro-Mexican.""",https://www.politifact.com/factchecks/2016/jun/07/donald-trump/trump-wrongly-casts-california-lawyers-group-stron/,Donald Trump," June 5, 2016 "," June 7, 2016",barely-true
6031,6032,"Says Obama ""called Kagan a moderate. He called Sotomayor a moderate.""",https://www.politifact.com/factchecks/2016/jun/07/mitch-mcconnell/mcconnell-mostly-right-about-obama-selling-previou/,Mitch McConnell," May 31, 2016 "," June 7, 2016",mostly-true
6032,6033,"Says Merrick Garland ""authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists.""",https://www.politifact.com/factchecks/2016/jun/07/pat-toomey/pat-toomeys-beef-supreme-court-pick-merrick-garlan/,Pat Toomey," April 15, 201"," June 7, 2016",barely-true
6033,6034,"""A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.""",https://www.politifact.com/factchecks/2016/jun/06/hillary-clinton/shot-donald-trump-hillary-clinton-correct-about-ta/,Hillary Clinton," June 2, 2016 "," June 6, 2016",TRUE
6034,6035,"Says Donald Trump said the U.S. should ""encourage"" Japan to get nuclear weapons.",https://www.politifact.com/factchecks/2016/jun/06/hillary-clinton/hillary-clinton-says-donald-trump-argued-us-should/,Hillary Clinton," June 2, 2016 "," June 6, 2016",mostly-true
6035,6036,"""I've cut the budget of the (lieutenant governor’s) office by more than half.""",https://www.politifact.com/factchecks/2016/jun/06/carlos-lopez-cantera/carlos-lopez-cantera-says-he-slashed-his-office-bu/,Carlos Lopez-Cantera," April 30, 201"," June 6, 2016",mostly-true
6036,6037,"Virginia’s banning of felons from voting is a ""Jim Crow-era law.""",https://www.politifact.com/factchecks/2016/jun/06/levar-stoney/levar-stoney-wrongly-traces-virginia-felon-voting-/,Levar Stoney," May 17, 2016 "," June 6, 2016",FALSE
6037,6038,"""The president has said the national security threat facing America, the top one, is global warming.""",https://www.politifact.com/factchecks/2016/jun/04/paul-babeu/arizona-sheriff-says-obama-called-global-warming-a/,Paul Babeu," May 26, 2016 "," June 3, 2016",barely-true
6038,6039,"""When a bill is sent to the governor’s office, there is no option for changing it. You sign it or you don’t sign it. While there was lots of conversation, there was really no opportunity for any sort of amending.""",https://www.politifact.com/factchecks/2016/jun/04/patty-judge/patty-judges-collective-bargaining-claim-half-true/,Patty Judge," June 1, 2016 "," June 3, 2016",half-true
6039,6040,"""More businesses went out of business last year than were started for the first time in our history.""",https://www.politifact.com/factchecks/2016/jun/03/david-perdue/sen-perdue-uses-bad-history-business-birthdeath-tr/,David Perdue," June 2, 2016 "," June 3, 2016",FALSE
6040,6041,"Because George Holding doesn’t live in the congressional district he’s running for, he ""doesn’t experience the same things that we are all experiencing.""",https://www.politifact.com/factchecks/2016/jun/03/renee-ellmers/north-carolinas-2nd-district-fight-over-residency-/,Renee Ellmers," May 19, 2016 "," June 3, 2016",barely-true
6041,6042,"The 2015 Legislature ""passed the fewest laws in 20 years.""",https://www.politifact.com/factchecks/2016/jun/03/greg-abbott/greg-abbott-says-texas-legislators-last-year-passe/,Greg Abbott," May 12, 2016 "," June 3, 2016",TRUE
6042,6043,"Says Donald Trump ""has the gall to say that prisoners of war like John McCain aren’t heroes.""",https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/hillary-clinton-attacks-donald-trump-over-his-war-/,Hillary Clinton," June 2, 2016 "," June 3, 2016",half-true
6043,6044,"""Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.""",https://www.politifact.com/factchecks/2016/jun/03/sharron-angle/notwithstanding-bunnies-reagan-new-sharron-angle-a/,Sharron Angle," May 25, 2016 "," June 3, 2016",barely-true
